Category,Sub-Category,Sub-Sub-Category,Tools,L1,L2,L3
Data Science,Deployment & Operationalization,API Development,"R (Plumber, PMML, Postman, Swagger UI )","* Understand the basics of RESTful APIs and their role in model deployment
* Create simple APIs using Plumber to serve R models
* Export models using PMML for standardized deployment
* Test API endpoints using Postman
* Use basic HTTP methods (GET, POST) in Plumber routes
* Save and load models using R’s native serialization (saveRDS, readRDS)
* View and interact with Plumber API documentation via Swagger UI","* Build multi-endpoint APIs with input validation and error handling
* Integrate preprocessing and postprocessing logic into API workflows
* Use PMML for model portability across platforms
* Customize Plumber API documentation using Swagger UI
* Secure APIs with basic authentication and HTTPS
* Containerize Plumber APIs using Docker
* Schedule batch inference jobs using R scripts and task schedulers
* Log API requests and responses for monitoring
","* Deploy Plumber APIs in production using Docker and Kubernetes
* Implement scalable and resilient API architectures
* Integrate APIs with CI/CD pipelines for automated deployment
* Use advanced input validation and schema enforcement
* Monitor API performance and model drift using external tools
* Secure APIs with OAuth2, token-based access, and encrypted communication
* Deploy APIs to cloud platforms (e.g., RStudio Connect, AWS, Azure)
* Integrate APIs with real-time data pipelines or messaging systems"
Data Science,Deployment & Operationalization,API Development,Azure Functions,"* Understand the concept of serverless computing and Azure Functions
* Create basic HTTP-triggered Azure Functions using the Azure portal or VS Code
* Deploy simple ML models using Azure Functions and Python/R scripts
* Test endpoints using Postman or curl
* Use local settings and environment variables for configuration
* Understand function app structure and lifecycle","* Develop and deploy Azure Functions using Azure CLI or GitHub Actions
* Integrate Azure Functions with Azure ML for real-time model inference
* Use bindings (e.g., Blob Storage, Cosmos DB) for input/output data
* Implement input validation and error handling in function code
* Secure functions using API keys and Azure Active Directory
* Monitor function performance using Azure Application Insights
* Handle batch inference using timer-triggered or queue-triggered functions","* Build scalable APIs using durable functions and orchestrator patterns
* Optimize cold start performance and resource allocation
* Implement CI/CD pipelines for automated deployment and testing
* Secure APIs with OAuth2, managed identities, and VNET integration
* Integrate with real-time data streams (e.g., Event Hubs, Service Bus)
* Use Azure Functions in hybrid workflows with Logic Apps and Azure ML Pipelines
* Monitor and alert on function health, latency, and failures
* Deploy models using ONNX or TensorFlow with GPU-enabled function plans"
Data Science,Deployment & Operationalization,API Development,AWS Lambda,"* Understand the concept of serverless architecture and AWS Lambda
* Create basic Lambda functions using the AWS Console or CLI
* Trigger Lambda functions via HTTP using API Gateway
* Deploy simple ML models using serialized formats (e.g., Pickle, Joblib)
* Test endpoints using Postman or curl
* Set up IAM roles and permissions for Lambda execution
* Use environment variables for configuration","* Package and deploy Lambda functions using AWS SAM or Serverless Framework
* Integrate Lambda with other AWS services (e.g., S3, DynamoDB, SageMaker)
* Handle input validation and error responses in Lambda code
* Optimize cold start performance and memory usage
* Use layers to manage dependencies and model files
* Monitor function performance using CloudWatch Logs and Metrics
* Implement batch inference using scheduled triggers (e.g., CloudWatch Events)","* Build scalable APIs using Lambda + API Gateway with throttling and caching
* Secure APIs using Cognito, OAuth2, and custom authorizers
* Automate CI/CD pipelines for Lambda deployment using CodePipeline or GitHub Actions
* Use Lambda with ONNX or TensorFlow Lite for optimized inference
* Implement asynchronous workflows using Step Functions
* Monitor and alert on model performance and drift
* Deploy models in hybrid architectures (e.g., Lambda + SageMaker endpoints)
* Optimize cost and performance with provisioned concurrency and reserved capacity"
Data Science,Deployment & Operationalization,API Development,Google Cloud Functions,"* Understand the basics of serverless architecture and Google Cloud Functions
* Create simple HTTP-triggered functions using the GCP Console or Cloud Shell
* Deploy basic ML models using serialized formats (e.g., Pickle, Joblib)
* Test endpoints using Postman or curl
* Set up IAM roles and permissions for function access
* Use environment variables for configuration
* Understand function lifecycle and cold start behavior","* Develop and deploy functions using the gcloud CLI or Cloud Functions Framework
* Integrate Cloud Functions with other GCP services (e.g., Cloud Storage, BigQuery, Vertex AI)
* Handle input validation and structured responses
* Use Pub/Sub or Cloud Scheduler for batch and event-driven inference
* Monitor function performance using Cloud Logging and Cloud Monitoring
* Secure endpoints using API keys and IAM policies
* Package dependencies and models efficiently for deployment","* Build scalable APIs using Cloud Functions + API Gateway
* Secure APIs with OAuth2, Firebase Auth, and VPC Service Controls
* Automate CI/CD pipelines using Cloud Build and GitHub Actions
* Optimize performance with memory tuning and concurrency settings
* Use ONNX or TensorFlow Lite for lightweight inference in serverless environments
* Implement asynchronous workflows using Cloud Tasks or Workflows
* Monitor model drift and performance with custom metrics and alerts
* Integrate with real-time data streams (e.g., Pub/Sub, Dataflow) for live inference
* Deploy hybrid workflows combining Cloud Functions with Vertex AI and other GCP services"
Data Science,Deployment & Operationalization,API Development,"ELK Stack (Elasticsearch, Logstash, Kibana)","* Understand the purpose of the ELK Stack in logging and monitoring APIs
* Install and configure basic ELK components locally or via Docker
* Send simple logs from API applications to Logstash
* Store and search logs in Elasticsearch
* Visualize basic metrics and logs in Kibana
* Use standard logging formats (JSON, plain text) for ingestion
* Connect Flask/FastAPI apps to ELK using basic logging handlers","* Configure Logstash pipelines for structured log ingestion and transformation
* Use Elasticsearch queries to filter and analyze API logs
* Create custom dashboards in Kibana for API performance monitoring
* Implement structured logging in Python using logging and loguru
* Monitor API metrics like response time, error rate, and request volume
* Secure ELK Stack with basic authentication and role-based access
* Integrate ELK with Dockerized API deployments","* Deploy and scale ELK Stack using Kubernetes and Helm charts
* Implement centralized logging for microservices and distributed APIs
* Use Filebeat or Metricbeat for lightweight log and metric shipping
* Set up alerting in Kibana for anomalies and failures in API behavior
* Optimize Elasticsearch indexing and query performance
* Secure ELK Stack with TLS, API keys, and advanced access controls
* Integrate ELK with CI/CD pipelines for automated monitoring
* Correlate logs across services for end-to-end traceability in real-time deployments"
Data Science,Deployment & Operationalization,API Development,MLFlow,"* Understand the purpose of MLflow in model tracking and deployment
* Install and configure MLflow locally
* Log basic model parameters, metrics, and artifacts using MLflow Tracking
* Serve models using mlflow models serve for local REST API
* Register models manually in the MLflow Model Registry
* Test MLflow endpoints using Postman or curl
* Use MLflow with common libraries like scikit-learn, XGBoost, TensorFlow","* Automate model logging and registration during training workflows
* Use MLflow Projects to package and reproduce ML code
* Deploy models to cloud environments using MLflow’s built-in support (e.g., AWS SageMaker)
* Implement model versioning and stage transitions (Staging → Production)
* Secure MLflow APIs with authentication and access control
* Integrate MLflow with CI/CD pipelines for automated deployment
* Use MLflow with Docker for containerized model serving
* Monitor model performance and update models based on feedback","* Deploy MLflow in production using remote tracking servers and databases
* Scale MLflow with Kubernetes and cloud-native storage (e.g., S3, GCS, Azure Blob)
* Customize MLflow model flavors and inference logic
* Integrate MLflow with orchestration tools (e.g., Airflow, Kubeflow, Azure ML Pipelines)
* Implement advanced monitoring and alerting for deployed models
* Use MLflow with ONNX or custom model formats for cross-platform compatibility
* Secure MLflow with enterprise-grade identity management (OAuth2, LDAP)
* Track and manage experiments across distributed teams and environments"
Data Science,Deployment & Operationalization,Monitoring & Retraining,"Python (Evidently AI, MLFlow, DVC, Airflow, Prometheus & Grafana, Kubeflow)","* Understand the importance of monitoring and retraining in ML lifecycle
* Use Evidently AI for basic data and model drift detection
* Log model metrics and parameters using MLflow Tracking
* Track data and model versions using DVC
* Schedule simple retraining workflows using Airflow
* Visualize basic metrics using Grafana connected to Prometheus
* Learn basic concepts of Kubeflow pipelines and components","* Set up automated drift detection and alerts using Evidently AI
* Use MLflow Model Registry for managing model stages and versions
* Implement reproducible pipelines with DVC and Git integration
* Build modular DAGs in Airflow for retraining and evaluation workflows
* Monitor API and model performance metrics using Prometheus & Grafana
* Deploy and manage ML workflows using Kubeflow Pipelines
* Integrate monitoring tools with deployed models for real-time feedback","* Automate retraining triggers based on drift or performance thresholds
* Implement CI/CD pipelines for retraining using MLflow, DVC, and Airflow
* Use Evidently AI in production for continuous monitoring and reporting
* Scale monitoring infrastructure using Prometheus Operator and Grafana dashboards
* Secure and optimize retraining workflows in Kubeflow with resource management
* Integrate Kubeflow with cloud-native services (e.g., GCP, AWS, Azure)
* Track lineage and reproducibility across data, models, and pipelines
* Implement governance and audit trails for retraining decisions"
Data Science,Deployment & Operationalization,Monitoring & Retraining,"R (DVC via CLI, MLFLow, Prometheus & Grafana)","* Understand the importance of monitoring and retraining in ML workflows
* Use MLflow to log basic model metrics, parameters, and artifacts from R
* Track model versions and stages using MLflow Model Registry
* Use DVC via CLI to version datasets and models alongside R scripts
* Set up basic Prometheus and Grafana dashboards for system-level monitoring
* Learn how to export metrics from R scripts to Prometheus-compatible formats","* Automate logging and tracking of experiments using MLflow in R
* Use DVC to manage data and model dependencies in collaborative workflows
* Schedule retraining workflows using R scripts and external schedulers (e.g., cron, Airflow)
* Integrate Prometheus with R APIs (e.g., Plumber) for real-time metric collection
* Build custom Grafana dashboards to visualize model performance and drift
* Monitor API latency, error rates, and throughput using Prometheus metrics
","* Implement automated retraining pipelines triggered by drift detection or performance thresholds
* Use MLflow with remote tracking servers and cloud storage for scalable experiment management
* Integrate DVC with CI/CD pipelines for reproducible retraining workflows
* Secure and optimize monitoring infrastructure with Prometheus Operator and Grafana provisioning
* Track lineage and reproducibility across data, models, and retraining cycles
* Deploy monitoring and retraining workflows in cloud or hybrid environments
* Use advanced alerting in Grafana for proactive model maintenance"
Data Science,Deployment & Operationalization,Monitoring & Retraining,GitHub Actions,"* Understand the role of GitHub Actions in automating ML workflows
* Create basic workflows using .github/workflows/*.yml files
* Automate tasks like code linting, testing, and model packaging
* Trigger workflows on push, pull request, or schedule
* Use pre-built actions for Python environment setup and dependency installation
* Store secrets and environment variables securely in GitHub","* Automate model training and evaluation pipelines using GitHub Actions
* Integrate with tools like MLflow, DVC, and Airflow for experiment tracking and versioning
* Use matrix builds to test models across multiple environments or datasets
* Trigger retraining workflows based on data or code changes
* Deploy models to cloud platforms (e.g., AWS, Azure, GCP) using GitHub Actions
* Monitor workflow status and logs for debugging and optimization
* Use caching and artifacts to speed up CI/CD processes","* Implement full CI/CD pipelines for model retraining and deployment
* Integrate with Prometheus & Grafana for monitoring workflow performance
* Automate drift detection and retraining triggers using GitHub Actions + Evidently AI
* Use custom Docker containers and self-hosted runners for scalable execution
* Secure workflows with fine-grained permissions and audit trails
* Orchestrate multi-step workflows across multiple repositories and environments
* Combine GitHub Actions with Kubeflow for hybrid cloud-native ML operations
* Implement rollback strategies and version control for deployed models"
Data Science,Deployment & Operationalization,Monitoring & Retraining,AWS SageMaker,"* Understand the importance of monitoring and retraining in ML lifecycle
* Use SageMaker Studio or notebooks to log model metrics and parameters
* Register models in SageMaker Model Registry
* Perform manual retraining and redeployment of models
* Use CloudWatch for basic monitoring of endpoint performance
* Schedule retraining jobs using SageMaker Processing Jobs or cron-based triggers","* Automate model monitoring using SageMaker Model Monitor
* Detect data drift and quality issues using built-in monitoring tools
* Use SageMaker Pipelines to automate retraining workflows
* Track model versions, lineage, and metadata using Model Registry
* Integrate with CloudWatch Logs and Metrics for detailed monitoring
* Trigger retraining based on performance thresholds or drift detection
* Use SageMaker Experiments to compare model performance across runs","* Implement continuous monitoring and retraining pipelines using SageMaker Pipelines + Model Monitor
* Use EventBridge or Lambda to automate retraining triggers
* Secure monitoring and retraining workflows with IAM, VPC, and KMS
* Scale retraining jobs using SageMaker Training with Spot Instances
* Integrate with external tools (e.g., MLflow, DVC, Airflow) for hybrid workflows
* Monitor real-time inference metrics and detect anomalies using CloudWatch Alarms
* Deploy retrained models with rollback and version control strategies
* Use SageMaker Clarify for bias and explainability monitoring in production"
Data Science,Deployment & Operationalization,Monitoring & Retraining,Apache Airflow,"* Understand the role of Apache Airflow in orchestrating ML workflows
* Install and configure Airflow locally or via Docker
* Create simple DAGs to automate tasks like data preprocessing or model training
* Use basic operators (e.g., PythonOperator, BashOperator) for ML tasks
* Schedule periodic retraining jobs using Airflow’s built-in scheduler
* Monitor DAG execution status via the Airflow UI","* Build modular DAGs for end-to-end ML workflows (training → evaluation → deployment)
* Integrate Airflow with tools like MLflow, DVC, or S3 for model tracking and storage
* Implement conditional logic and branching in DAGs for retraining decisions
* Use Sensors and Trigger Rules to automate retraining based on external events
* Log and monitor model performance metrics within Airflow tasks
* Secure Airflow with role-based access control and environment isolation
* Use Airflow with cloud services (e.g., AWS, GCP) for scalable retraining workflows","* Automate drift detection and retraining triggers using Airflow + monitoring tools (e.g., Evidently AI, Prometheus)
* Implement CI/CD pipelines for retraining using Airflow + GitHub Actions or Jenkins
* Use KubernetesPodOperator or DockerOperator for scalable, containerized retraining jobs
* Integrate Airflow with Kubeflow Pipelines or Vertex AI for hybrid orchestration
* Monitor and alert on retraining workflow failures and performance bottlenecks
* Track lineage and reproducibility across data, models, and retraining cycles
* Optimize DAG performance with parallelism, task queues, and resource tuning
* Secure retraining workflows with secrets management and audit logging"
Data Science,Deployment & Operationalization,Monitoring & Retraining,Google Vertex AI,"* Understand the role of Vertex AI in managing ML lifecycle
* Use Vertex AI Workbench for basic model training and logging
* Register models in Vertex AI Model Registry
* Perform manual retraining and redeployment of models
* Monitor endpoint performance using Cloud Monitoring
* Schedule retraining jobs using Cloud Scheduler or notebooks","* Use Vertex AI Model Monitoring to detect data drift and anomalies
* Automate retraining workflows using Vertex AI Pipelines
* Track model versions, lineage, and metadata using Model Registry
* Integrate with BigQuery, Cloud Storage, and Pub/Sub for data ingestion
* Monitor real-time metrics and logs using Cloud Logging and Cloud Monitoring
* Trigger retraining based on performance thresholds or drift detection
* Use Vertex AI Experiments to compare model performance across runs","* Implement continuous monitoring and retraining pipelines using Vertex AI Pipelines + Model Monitoring
* Use Eventarc or Cloud Functions to automate retraining triggers
* Secure workflows with IAM, VPC Service Controls, and KMS
* Scale retraining jobs using custom containers and distributed training
* Integrate with external tools (e.g., MLflow, DVC, Airflow) for hybrid workflows
* Monitor real-time inference metrics and detect anomalies using custom dashboards
* Deploy retrained models with rollback and version control strategies
* Use Vertex AI Explainability and Bias Detection for responsible retraining"
Data Science,Deployment & Operationalization,Monitoring & Retraining,Jenkins,"* Understand the role of Jenkins in automating ML workflows
* Install and configure Jenkins locally or via Docker
* Create basic Jenkins jobs to run ML scripts (e.g., training, evaluation)
* Trigger jobs manually or on schedule (e.g., daily retraining)
* Use Jenkins to monitor job status and logs
* Store credentials and environment variables securely in Jenkins","* Automate model training and retraining pipelines using Jenkins
* Integrate Jenkins with tools like MLflow, DVC, and GitHub
* Use Jenkins pipelines (Jenkinsfile) for modular and reusable workflows
* Trigger retraining based on data changes or performance thresholds
* Deploy models to staging or production environments using Jenkins jobs
* Monitor pipeline performance and failures using Jenkins dashboards
* Use Jenkins with cloud services (e.g., AWS, GCP, Azure) for scalable retraining","* Implement full CI/CD pipelines for monitoring, retraining, and deployment
* Integrate Jenkins with Prometheus & Grafana for real-time monitoring and alerting
* Automate drift detection and retraining triggers using Jenkins + Evidently AI
* Use Jenkins with Kubernetes for scalable, containerized retraining workflows
* Secure Jenkins pipelines with role-based access control and audit logging
* Orchestrate multi-repo and multi-environment workflows across teams
* Optimize pipeline performance with parallel execution and resource management
* Integrate Jenkins with Kubeflow, Airflow, or Vertex AI for hybrid ML operations"
Data Science,Deployment & Operationalization,CI/CD for ML,GitHub,"* Understand the basics of CI/CD and its importance in ML workflows
* Use GitHub for version control of ML code, data scripts, and notebooks
* Create simple GitHub Actions workflows to automate testing and linting
* Trigger workflows on code push, pull requests, or scheduled intervals
* Store secrets and environment variables securely in GitHub
* Use pre-built actions for setting up Python environments and installing dependencies","* Automate model training, evaluation, and packaging using GitHub Actions
* Use matrix builds to test models across multiple environments or datasets
* Integrate with tools like MLflow, DVC, or Docker for experiment tracking and reproducibility
* Deploy models to staging environments or cloud platforms (e.g., AWS, Azure, GCP)
* Use caching and artifacts to optimize workflow performance
* Monitor workflow status, logs, and failures via GitHub UI
* Implement branching strategies and version control for models and pipelines","* Build full CI/CD pipelines for ML workflows including training, testing, deployment, and monitoring
* Automate retraining triggers based on drift detection or performance thresholds
* Integrate GitHub Actions with Airflow, Kubeflow, or Vertex AI for hybrid orchestration
* Use custom Docker containers and self-hosted runners for scalable execution
* Secure workflows with fine-grained permissions, audit trails, and compliance checks
* Implement rollback strategies and model governance in deployment pipelines
* Monitor pipeline health and performance using external tools (e.g., Prometheus, Grafana)
* Coordinate multi-repo and multi-environment deployments across teams"
Data Science,Deployment & Operationalization,CI/CD for ML,Gitlab,"* Understand the basics of CI/CD and GitLab’s role in automating ML workflows
* Use GitLab for version control of ML code, data scripts, and notebooks
* Create simple .gitlab-ci.yml files to automate testing and linting
* Trigger pipelines on code push, merge requests, or scheduled intervals
* Store secrets and environment variables securely using GitLab CI/CD variables
* Use shared runners for basic pipeline execution","* Automate model training, evaluation, and packaging in GitLab pipelines
* Use Docker containers in GitLab CI for consistent environments
* Integrate with tools like MLflow, DVC, or S3 for experiment tracking and artifact management
* Deploy models to staging environments or cloud platforms (e.g., AWS, GCP, Azure)
* Use caching and artifacts to optimize pipeline performance
* Monitor pipeline status, logs, and failures via GitLab UI
* Implement branching strategies and version control for models and workflows","* Build full CI/CD pipelines for ML workflows including training, testing, deployment, and monitoring
* Automate retraining triggers based on drift detection or performance thresholds
* Use GitLab Runners with Kubernetes for scalable, containerized ML workflows
* Secure pipelines with fine-grained permissions, audit logs, and compliance policies
* Integrate GitLab CI/CD with Airflow, Kubeflow, or Vertex AI for hybrid orchestration
* Implement rollback strategies and model governance in deployment pipelines
* Monitor pipeline health and performance using external tools (e.g., Prometheus, Grafana)
* Coordinate multi-repo and multi-environment deployments across teams"
Data Science,Deployment & Operationalization,CI/CD for ML,Jenkins,"* Understand the basics of CI/CD and Jenkins' role in automating ML workflows
* Install and configure Jenkins locally or via Docker
* Create simple Jenkins jobs to run ML scripts (e.g., training, testing)
* Trigger jobs manually or on schedule (e.g., daily retraining)
* Use Jenkins UI to monitor job status and logs
* Store credentials and environment variables securely in Jenkins","* Use Jenkins Pipelines (Jenkinsfile) to automate ML workflows
* Integrate Jenkins with tools like MLflow, DVC, and GitHub/GitLab
* Automate model training, evaluation, packaging, and deployment
* Use Jenkins with Docker containers for consistent environments
* Trigger retraining workflows based on data or performance changes
* Deploy models to staging or production environments (e.g., AWS, GCP, Azure)
* Monitor pipeline performance and failures using Jenkins dashboards","* Build full CI/CD pipelines for ML workflows including monitoring, retraining, and rollback
* Use Jenkins with Kubernetes for scalable, containerized ML operations
* Secure pipelines with role-based access control, audit logging, and secrets management
* Integrate Jenkins with Prometheus & Grafana for real-time monitoring and alerting
* Automate drift detection and retraining triggers using Jenkins + tools like Evidently AI
* Coordinate multi-repo and multi-environment deployments across teams
* Implement governance and compliance checks in ML deployment pipelines
* Integrate Jenkins with Kubeflow, Airflow, or Vertex AI for hybrid orchestration"
Data Science,Deployment & Operationalization,CI/CD for ML,Azure DevOps Pipelines,"* Understand the basics of CI/CD and Azure DevOps Pipelines
* Use Azure Repos for version control of ML code and data scripts
* Create simple YAML pipelines for tasks like testing and linting
* Trigger pipelines on code commits, pull requests, or scheduled intervals
* Use built-in tasks for Python environment setup and dependency installation
* Store secrets and environment variables securely using Azure Key Vault or pipeline variables","* Automate model training, evaluation, and packaging in Azure Pipelines
* Use Docker containers for consistent ML environments
* Integrate with tools like MLflow, DVC, or Azure ML for tracking and deployment
* Deploy models to staging environments or Azure ML endpoints
* Use pipeline caching and artifacts to optimize performance
* Monitor pipeline status, logs, and failures via Azure DevOps UI
* Implement branching strategies and version control for models and workflows","* Build full CI/CD pipelines for ML workflows including monitoring, retraining, and rollback
* Automate retraining triggers based on drift detection or performance thresholds
* Use Azure DevOps Pipelines with Kubernetes and Azure ML Pipelines for scalable orchestration
* Secure pipelines with role-based access control, audit logging, and compliance policies
* Integrate with Prometheus & Grafana or Application Insights for real-time monitoring
* Implement governance, model approval workflows, and rollback strategies
* Coordinate multi-repo and multi-environment deployments across teams
* Use templates and reusable pipeline components for enterprise-scale ML operations"
Data Science,Deployment & Operationalization,CI/CD for ML,TensorFlow Serving,"* Understand the role of TensorFlow Serving in deploying ML models
* Export models in SavedModel format for serving
* Use tensorflow_model_server to serve models locally
* Test REST and gRPC endpoints using curl or Postman
* Write basic shell scripts to automate model serving setup
* Understand versioning structure in TensorFlow Serving directories","* Automate model export and deployment using shell scripts or Python
* Use Docker to containerize TensorFlow Serving setups
* Integrate TensorFlow Serving with CI/CD tools like GitHub Actions, GitLab CI, or Jenkins
* Monitor model serving logs and performance metrics
* Implement model versioning and dynamic model loading
* Use Kubernetes to deploy TensorFlow Serving in scalable environments
* Trigger model updates based on new training outputs","* Build full CI/CD pipelines for training, validation, export, and deployment using TensorFlow Serving
* Integrate with MLflow, DVC, or Airflow for experiment tracking and reproducibility
* Automate rollback and canary deployments for model updates
* Secure TensorFlow Serving endpoints with HTTPS and authentication
* Monitor and alert on model performance using Prometheus & Grafana
* Optimize inference latency and throughput using batching and hardware acceleration
* Deploy TensorFlow Serving in hybrid cloud/on-prem environments with Kubernetes
* Use TensorFlow Serving with TFX for end-to-end ML lifecycle automation"
Data Science,Deployment & Operationalization,CI/CD for ML,Pytest,"* Understands the concept of CI/CD and its relevance in ML workflows.
* Familiar with basic Pytest usage for unit testing.
* Can write and execute simple test cases for ML code.
* Uses basic tools like Git and shell scripts for version control and automation.","* Sets up CI pipelines using tools like GitHub Actions or Jenkins.
* Writes Pytest scripts for validating data, models, and edge cases.
* Understands model versioning and reproducibility in ML projects.
* Uses Docker and Pytest fixtures to enhance testing and deployment.
","* Automates testing for data pipelines and model training workflows.
* Integrates Pytest with CI/CD tools for continuous validation of ML models.
* Applies mocking, parametrization, and advanced Pytest features.
* Works with tools like MLflow, DVC, and basic Kubernetes for scalable deployment.
"
Data Science,Deployment & Operationalization,CI/CD for ML,Seldon Core,"* Understands the purpose of CI/CD in ML workflows.
* Can deploy basic ML models using Seldon Core with minimal configuration.
* Familiar with containerization (Docker) and basic Kubernetes concepts.
* Able to write simple Pytest scripts for model input/output validation.","* Builds automated CI/CD pipelines integrating Seldon Core for model deployment.
* Uses Pytest for testing model performance, data integrity, and API endpoints.
* Applies version control and reproducibility practices using tools like DVC or MLflow.
* Configures Seldon Core with custom inference graphs and REST/gRPC endpoints.
","* Designs scalable, secure, and resilient CI/CD pipelines for ML models using Seldon Core.
* Implements advanced Pytest features (mocking, fixtures, parametrization) for robust testing.
* Integrates monitoring and logging tools (Prometheus, Grafana) with Seldon deployments.
* Leads deployment strategy across teams, ensuring compliance and rollback capabilities."
Data Science,Deployment & Operationalization,CI/CD for ML,MLFlow,"* Understands the basics of CI/CD and its role in ML workflows.
* Can use MLFlow for basic experiment tracking and model logging.
* Familiar with version control (Git) and containerization (Docker).
* Able to run simple Pytest tests to validate model inputs/outputs.","* Builds CI/CD pipelines integrating MLFlow for model versioning and deployment.
* Uses MLFlow to track experiments, manage model registry, and automate deployment.
* Applies Pytest for testing data pipelines, model performance, and API endpoints.
* Works with tools like GitHub Actions, Jenkins, and DVC for reproducibility and automation.","* Designs scalable CI/CD pipelines using MLFlow for production-grade ML systems.
* Implements advanced Pytest features (mocking, fixtures, parametrization) for robust testing.
* Integrates MLFlow with cloud platforms (AWS/GCP/Azure) and orchestration tools (Airflow, Kubeflow).
* Leads deployment strategy, ensuring monitoring, rollback, and compliance mechanisms are in place."
Gen AI,Foundations of AI & Machine Learning,"understanding of supervised, unsupervised, and reinforcement learning","Python(scikit - learn, TensorFlow, Keras, PyTorch, XGBoost, LightGBM, OpenAI Gym, Stabke baseline 3)","* Understands basic concepts of supervised, unsupervised, and reinforcement learning.
* Can implement simple models using scikit-learn (e.g., linear regression, k-means).
* Familiar with Python syntax and basic data handling using pandas and NumPy.
* Has explored basic environments in OpenAI Gym for reinforcement learning.","* Applies supervised and unsupervised learning using TensorFlow, Keras, and PyTorch.
* Understands hyperparameter tuning, model evaluation, and cross-validation.
* Uses XGBoost and LightGBM for structured data problems.
* Can train and evaluate reinforcement learning agents using Stable Baselines3 in OpenAI Gym environments.","* Designs and optimizes deep learning architectures for complex tasks using TensorFlow or PyTorch.
* Implements custom training loops and loss functions.
* Applies ensemble methods and advanced boosting techniques with XGBoost and LightGBM.
* Develops and fine-tunes reinforcement learning agents using Stable Baselines3, including custom environments and reward shaping."
Gen AI,Foundations of AI & Machine Learning,Neural networks and deep learning basics,"Python (tensorflow, Keras, PyTorch, scikit-learn, OpenCV, Hugging Face Transformers, FastAI, Matplotlib, Seaborn, Plotly)","* Understands the structure and function of basic neural networks (e.g., perceptron, feedforward).
* Can build simple models using Keras or TensorFlow for classification tasks.
* Uses scikit-learn for preprocessing and basic ML workflows.
* Visualizes data using Matplotlib, Seaborn, or Plotly.
* Has basic exposure to OpenCV for image data handling.","* Builds and trains deep learning models using TensorFlow, Keras, and PyTorch.
* Understands concepts like activation functions, loss functions, backpropagation, and optimization.
* Applies FastAI for rapid prototyping and transfer learning.
* Uses OpenCV for image preprocessing and augmentation.
* Begins working with Hugging Face Transformers for NLP tasks.","* Designs custom neural network architectures using PyTorch or TensorFlow.
* Implements advanced techniques like regularization, dropout, batch normalization, and learning rate scheduling.
* Fine-tunes pre-trained models using Hugging Face Transformers for domain-specific tasks.
* Uses FastAI for efficient experimentation and deployment.
* Applies OpenCV for complex image processing and computer vision pipelines.
* Creates interactive visualizations and dashboards using Plotly and Seaborn."
Gen AI,Foundations of AI & Machine Learning,Neural networks and deep learning basics,"R (keras (R interface to TensorFlow), Deep learning in R, torch (R interface to PyTorch), Neural networks in R, caret, nnet, Basic neural networks","* Understands basic neural network concepts (e.g., perceptron, layers, activation functions).
* Can build simple neural networks using nnet or caret for classification tasks.
* Uses keras in R for basic deep learning models with pre-defined layers.
* Familiar with data preprocessing and visualization in R.","* Builds and trains deep learning models using keras and torch in R.
* Understands backpropagation, loss functions, and optimization techniques.
* Applies model evaluation techniques like cross-validation and confusion matrices.
* Uses R packages for handling image and tabular data in deep learning workflows.
","* Designs custom neural network architectures using torch in R.
* Implements advanced techniques like dropout, batch normalization, and learning rate scheduling.
* Fine-tunes models and integrates deep learning workflows with other R packages.
* Applies deep learning to real-world tasks such as image classification, NLP, and time series forecasting using R interfaces."
Gen AI,Foundations of AI & Machine Learning,Neural networks and deep learning basics,Google Colab,"* Understands basic neural network concepts (e.g., layers, activation functions, forward pass).
* Can run pre-written Python notebooks in Google Colab.
* Uses Colab for basic model training using libraries like Keras, TensorFlow, or scikit-learn.
* Familiar with uploading datasets and using Colab’s GPU/TPU runtime.","* Writes and modifies deep learning code in Colab using TensorFlow, PyTorch, and Keras.
* Uses Colab for data preprocessing, visualization, and model evaluation.
* Applies Colab features like mounting Google Drive, using environment variables, and managing dependencies.
* Trains models on larger datasets using Colab’s GPU acceleration.","* Designs and trains custom neural network architectures in Colab.
* Implements advanced techniques like transfer learning, fine-tuning, and hyperparameter optimization.
* Integrates Colab with external APIs, datasets, and cloud storage for scalable workflows.
* Uses Colab for collaborative development, version control (via Git), and experiment tracking."
Gen AI,Foundations of AI & Machine Learning,Model evaluation and tuning,"Python (scikit-learn, xgboost, lightgbm, optuna, hyperopt, ray[tune], keras-tuner, Matplotlib, Seaborn, Plotly)
)","* Understands basic evaluation metrics (accuracy, precision, recall, F1-score, RMSE).
* Uses scikit-learn for model training and evaluation.
* Visualizes performance using Matplotlib and Seaborn.
* Can manually adjust basic hyperparameters (e.g., learning rate, depth).
","* Applies advanced metrics (ROC-AUC, confusion matrix, log loss) for model evaluation.
* Uses xgboost, lightgbm, and keras-tuner for structured data and neural networks.
* Implements hyperparameter tuning using optuna and hyperopt.
* Creates interactive visualizations with Plotly for model insights.","* Designs automated hyperparameter tuning workflows using ray[tune], optuna, and hyperopt.
* Combines multiple models and tuning strategies for ensemble learning.
* Evaluates models across multiple datasets and cross-validation folds.
* Integrates tuning and evaluation into CI/CD pipelines for scalable ML workflows."
